,ABC,ACTE1,ACTE2,DGGRC1,DGGRC2,DGNBL1,DGNBL2,EPEN,MFOL1,MFOL2,MGL1,MGL2,MGL3,MOL1,MOL2,MOL3,OPC,PER1,PER2,PER3,TEGLU1,TEGLU10,TEGLU11,TEGLU12,TEGLU13,TEGLU14,TEGLU2,TEGLU20,TEGLU21,TEGLU23,TEGLU24,TEGLU3,TEGLU4,TEGLU6,TEGLU7,TEGLU8,TEGLU9,TEINH10,TEINH11,TEINH12,TEINH13,TEINH14,TEINH15,TEINH16,TEINH17,TEINH18,TEINH19,TEINH20,TEINH21,TEINH4,TEINH5,TEINH6,TEINH7,TEINH8,TEINH9,VECA,VECC,VECV,VLMC1,VLMC2,VSMCA
S100b,1.7518248175182483,1.0252185608607935,0.6680090611628492,0.011190233977619531,0.0103397341211226,0.006289308176100629,0.01384083044982699,3.4806201550387597,0.8631921824104235,0.36935817805383026,0.019823788546255508,0.053296703296703295,0.06142322097378277,0.3857716580608147,5.605234242333434,23.193618171984856,1.354878048780488,0.061587301587301586,0.05122950819672131,0.03355704697986577,0.08706467661691543,0.7956120092378753,0.13114754098360656,0.08290155440414508,0.015748031496062992,0.02857142857142857,0.20072992700729927,0.21818181818181817,0.9326923076923077,0.04338842975206612,0.052037309769268535,0.04425749817117776,0.8087349397590361,0.028428093645484948,0.036139630390143736,0.43992184956040375,0.054455445544554455,0.013769363166953529,0.021212121212121213,0.017857142857142856,0.04294478527607362,0.02132701421800948,0.02245088868101029,0.037267080745341616,0.045925925925925926,0.04936014625228519,0.023076923076923078,0.007194244604316547,0.025974025974025976,0.02945736434108527,0.017817371937639197,0.013793103448275862,0.0,0.0,0.030864197530864196,0.09174311926605505,0.05853658536585366,0.06402877697841726,0.10398860398860399,0.270392749244713,0.10810810810810811
Sag,0.021897810218978103,0.008406186953597848,0.011326453561540398,0.03153611393692777,0.011521418020679469,0.0,0.010380622837370242,0.05167958656330749,0.006243213897937025,0.015734989648033125,0.0052863436123348016,0.03461538461538462,0.04644194756554307,0.01227768215720023,0.014284287283987614,0.061114115738236885,0.013414634146341463,0.03132275132275132,0.0471311475409836,0.0,0.022388059701492536,0.021939953810623556,0.020491803278688523,0.0,0.015748031496062992,0.02857142857142857,0.021897810218978103,0.0,0.019230769230769232,0.028925619834710745,0.04221894943544428,0.012435991221653255,0.01355421686746988,0.005016722408026756,0.029568788501026694,0.007163790296320417,0.01485148514851485,0.01549053356282272,0.04090909090909091,0.05,0.049079754601226995,0.004739336492890996,0.006548175865294668,0.026397515527950312,0.02666666666666667,0.1480804387568556,0.05,0.007194244604316547,0.03116883116883117,0.010852713178294573,0.024498886414253896,0.0,0.029411764705882353,0.0,0.006172839506172839,0.009174311926605505,0.025365853658536587,0.058633093525179855,0.024216524216524215,0.01661631419939577,0.007371007371007371
Satb1,0.043795620437956206,0.07229320780094149,0.05814246161590737,0.029501525940996948,0.05967503692762186,0.10062893081761007,0.11072664359861592,0.2751937984496124,0.16449511400651465,0.13954451345755695,0.014096916299559472,0.007142857142857143,0.01348314606741573,0.08514056224899598,0.08830286684646889,0.05191995673336939,0.1048780487804878,0.031746031746031744,0.01639344262295082,0.006711409395973154,1.4402985074626866,1.8648960739030023,0.6065573770491803,1.0984455958549222,1.7322834645669292,6.771428571428571,0.6313868613138686,1.3636363636363635,1.1923076923076923,0.890495867768595,0.15807560137457044,0.8145574250182882,1.0376506024096386,0.8862876254180602,0.4669404517453799,1.343536307391729,1.5544554455445545,0.31153184165232356,0.5378787878787878,0.08571428571428572,0.09202453987730061,0.04265402843601896,0.03461178671655753,0.026397515527950312,0.23407407407407407,2.893967093235832,3.421153846153846,0.05755395683453238,0.6285714285714286,0.10232558139534884,0.11804008908685969,0.296551724137931,0.23529411764705882,0.017543859649122806,0.08641975308641975,0.05504587155963303,0.015609756097560976,0.029136690647482016,0.024216524216524215,0.013595166163141994,0.011466011466011465
Scg2,0.0,0.013449899125756557,0.006795872136924239,0.2706002034587996,0.38020679468242247,0.0440251572327044,0.09550173010380623,0.0103359173126615,0.00760043431053203,0.012422360248447204,0.0052863436123348016,0.017582417582417582,0.008988764044943821,0.00585197934595525,0.008091099790230746,0.0037858301784748512,0.013414634146341463,0.007407407407407408,0.022540983606557378,0.003355704697986577,0.42786069651741293,0.48036951501154734,1.2616120218579234,0.6761658031088082,0.33070866141732286,1.2,0.40875912408759124,0.6909090909090909,0.125,0.44214876033057854,0.4324987727049583,0.22531089978054133,0.6566265060240963,0.27759197324414714,0.3786447638603696,0.3103223705633344,0.21287128712871287,0.685025817555938,0.5636363636363636,1.5214285714285714,1.9447852760736197,1.400473933649289,0.872778297474275,1.0403726708074534,3.242962962962963,1.0987202925045705,1.5961538461538463,2.3597122302158273,3.2155844155844155,1.0434108527131782,0.5478841870824054,0.41379310344827586,0.8823529411764706,0.7017543859649122,1.5493827160493827,0.0,0.006829268292682927,0.0057553956834532375,0.008547008547008548,0.02416918429003021,0.01638001638001638
Scgn,0.0072992700729927005,0.0010087424344317419,0.0,0.0254323499491353,0.030132939438700147,0.0,0.022145328719723183,0.0,0.0,0.0,0.0004405286343612335,0.0005494505494505495,0.0,0.00011474469305794607,9.989012086704625e-05,0.0,0.0012195121951219512,0.0,0.004098360655737705,0.0,0.0,0.0011547344110854503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0009818360333824251,0.000365764447695684,0.0015060240963855422,0.0,0.002053388090349076,0.0019537609899055682,0.0049504950495049506,0.0068846815834767644,0.004545454545454545,0.014285714285714285,0.006134969325153374,0.0,0.0009354536950420954,0.0,0.013333333333333334,0.02010968921389397,0.0019230769230769232,0.0,0.0,0.006201550387596899,0.013363028953229399,0.0,0.0,0.03508771929824561,0.018518518518518517,0.0,0.0,0.0,0.0,0.0015105740181268882,0.0
Sema3c,0.06569343065693431,0.004371217215870881,0.0017618927762396174,0.07222787385554426,0.014180206794682423,0.5786163522012578,0.8809688581314878,0.025839793281653745,0.008957654723127036,0.005797101449275362,0.006167400881057269,0.004395604395604396,0.00149812734082397,0.007458405048766495,0.005194286285086405,0.004326663061114116,0.006097560975609756,0.8201058201058201,0.4672131147540984,0.053691275167785234,0.017412935323383085,0.03002309468822171,0.06762295081967214,0.02849740932642487,0.0,0.0,0.354014598540146,0.34545454545454546,0.19230769230769232,0.09090909090909091,0.02110947471772214,0.018653986832479885,0.21536144578313254,0.021739130434782608,0.02217659137577002,0.03028329534353631,0.01485148514851485,1.2771084337349397,3.1636363636363636,4.017857142857143,1.147239263803681,0.6611374407582938,0.5968194574368568,1.1630434782608696,0.017777777777777778,0.029250457038391225,0.0375,0.04316546762589928,0.012987012987012988,0.6930232558139535,0.19376391982182628,0.2206896551724138,0.20588235294117646,0.07017543859649122,0.8888888888888888,0.47706422018348627,0.24390243902439024,0.7298561151079137,0.005698005698005698,0.00906344410876133,0.013923013923013924
Sema5a,0.029197080291970802,0.018493611297915265,0.0025169896803423106,0.4669379450661241,0.29364844903988185,0.06918238993710692,0.4235294117647059,0.04909560723514212,0.3344191096634093,0.14575569358178053,0.001762114537444934,0.0038461538461538464,0.0022471910112359553,0.08686173264486517,0.5352112676056338,0.5262303948080044,0.11341463414634147,0.06285714285714286,0.06352459016393443,0.03691275167785235,0.11194029850746269,0.042725173210161664,0.05806010928961749,0.4378238341968912,0.007874015748031496,0.0,0.4051094890510949,0.09090909090909091,0.019230769230769232,0.4359504132231405,0.027982326951399118,0.29334308705193857,0.006024096385542169,0.020066889632107024,0.004517453798767967,0.0081406707912732,0.019801980198019802,0.025817555938037865,0.015151515151515152,0.11428571428571428,0.7239263803680982,0.1872037914691943,0.5706267539756782,0.40372670807453415,0.05037037037037037,0.025594149908592323,0.06153846153846154,1.6618705035971224,0.06233766233766234,0.02635658914728682,0.1915367483296214,0.020689655172413793,0.029411764705882353,0.07017543859649122,0.030864197530864196,0.14678899082568808,0.013658536585365854,0.018345323741007193,0.027065527065527065,0.055891238670694864,0.09254709254709255
Serpine2,0.291970802919708,1.5591795561533288,1.2793858545179966,0.06307222787385554,0.0310192023633678,0.006289308176100629,0.03875432525951557,2.244186046511628,0.030944625407166124,0.04265010351966874,0.6497797356828194,0.5862637362637363,0.6569288389513108,0.045438898450946646,0.037358905204275296,0.06327744726879395,3.2512195121951217,1.3873015873015873,1.1967213114754098,0.28859060402684567,0.18159203980099503,0.6431870669745958,0.12295081967213115,0.05958549222797927,0.1732283464566929,0.17142857142857143,0.072992700729927,0.2545454545454545,0.38461538461538464,0.05165289256198347,0.16053019145802652,0.03218727139722019,1.7228915662650603,0.0903010033444816,0.3515400410677618,0.11103874959296646,0.9653465346534653,0.9466437177280551,2.312121212121212,0.1392857142857143,0.1901840490797546,0.08767772511848342,0.023386342376052385,0.021739130434782608,0.20444444444444446,0.3619744058500914,1.185576923076923,1.7338129496402879,0.1038961038961039,1.0217054263565892,0.18262806236080179,0.6413793103448275,0.75,0.6666666666666666,0.043209876543209874,0.6146788990825688,0.751219512195122,1.966906474820144,0.5527065527065527,1.4773413897280967,0.552006552006552
Serpini1,0.021897810218978103,0.008406186953597848,0.008054366977095394,0.03662258392675483,0.025406203840472673,0.0880503144654088,0.06782006920415225,0.007751937984496124,0.019543973941368076,0.02981366459627329,0.006167400881057269,0.002197802197802198,0.003745318352059925,0.013769363166953529,0.01628208970132854,0.012439156300703082,0.00853658536585366,0.029841269841269842,0.02459016393442623,0.07718120805369127,1.2487562189054726,0.9942263279445728,0.5170765027322405,0.3963730569948187,1.6299212598425197,1.2571428571428571,2.0328467153284673,1.2181818181818183,1.0480769230769231,0.30578512396694213,0.5066273932253313,0.253474762253109,1.7093373493975903,0.31438127090301005,0.682135523613963,0.37023770758710517,1.6633663366336633,2.1824440619621344,0.9242424242424242,12.846428571428572,5.815950920245399,0.7725118483412322,0.961646398503274,2.7919254658385095,1.0755555555555556,1.3729433272394882,1.4528846153846153,0.2014388489208633,0.24155844155844156,0.3767441860465116,0.13808463251670378,0.19310344827586207,0.47058823529411764,0.22807017543859648,2.259259259259259,0.09174311926605505,0.005853658536585366,0.0057553956834532375,0.004273504273504274,0.010574018126888218,0.08763308763308764
Sfrp1,1.0218978102189782,0.13718897108271688,0.20790334759627485,0.01017293997965412,0.002658788774002954,0.14465408805031446,0.0782006920415225,0.5503875968992248,0.06976112920738328,0.009109730848861283,0.000881057268722467,0.001098901098901099,0.00149812734082397,0.07010900745840505,0.09249825192288483,0.061114115738236885,0.02804878048780488,0.0025396825396825397,0.0,0.0,0.012437810945273632,0.06697459584295612,0.01092896174863388,0.015544041450777202,0.06299212598425197,0.17142857142857143,0.0036496350364963502,0.0,0.028846153846153848,0.02066115702479339,0.007363770250368188,0.007681053401609363,0.01355421686746988,0.0451505016722408,0.01971252566735113,0.0801042005861283,0.04950495049504951,0.07917383820998279,0.24848484848484848,0.31785714285714284,0.024539877300613498,0.014218009478672985,0.205799812909261,0.12577639751552794,0.057777777777777775,0.010968921389396709,0.03076923076923077,0.0,1.8311688311688312,0.013953488372093023,0.0066815144766146995,0.0,0.014705882352941176,0.017543859649122806,0.09876543209876543,0.03669724770642202,0.0,0.0007194244604316547,0.039886039886039885,0.5891238670694864,0.006552006552006552
Sirt2,0.31386861313868614,0.35877605917955613,0.1935565064183237,0.167853509664293,0.1223042836041359,0.32075471698113206,0.24290657439446367,1.0142118863049097,3.1989685124864278,11.824430641821946,0.213215859030837,0.2725274725274725,0.3453183520599251,3.5820998278829603,2.4161422435321147,6.984856679286101,1.0939024390243903,0.4091005291005291,0.5286885245901639,0.15100671140939598,0.1865671641791045,0.39260969976905313,0.30806010928961747,0.25129533678756477,0.33858267716535434,0.45714285714285713,0.3248175182481752,0.2727272727272727,0.4423076923076923,0.3884297520661157,0.22582228767795778,0.25054864667154353,0.3629518072289157,0.1488294314381271,0.30924024640657083,0.2859003581895148,0.33663366336633666,0.49225473321858865,0.4909090909090909,0.5857142857142857,0.43558282208588955,0.1990521327014218,0.22170252572497662,0.35248447204968947,0.2874074074074074,0.36745886654478976,0.32596153846153847,0.4028776978417266,0.22337662337662337,0.18294573643410852,0.1759465478841871,0.15172413793103448,0.27941176470588236,0.21052631578947367,0.7222222222222222,0.26605504587155965,0.3726829268292683,0.4093525179856115,0.292022792022792,0.3716012084592145,0.1769041769041769
Slc10a4,0.0072992700729927005,0.0,0.0005033979360684622,0.001017293997965412,0.0,0.0,0.005536332179930796,0.0,0.0002714440825190011,0.00041407867494824016,0.0004405286343612335,0.0,0.0,0.00022948938611589215,0.0010987913295375088,0.0,0.0,0.00021164021164021165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006381934216985763,0.0,0.0,0.0,0.0,0.00032562683165092806,0.0,0.0757314974182444,0.1590909090909091,0.007142857142857143,0.0,0.0,0.0009354536950420954,0.0015527950310559005,0.01037037037037037,0.0018281535648994515,0.0019230769230769232,0.0,0.005194805194805195,0.010852713178294573,0.015590200445434299,0.006896551724137931,0.029411764705882353,0.017543859649122806,0.006172839506172839,0.0,0.0,0.0,0.0,0.0015105740181268882,0.0
Slc17a6,0.0072992700729927005,0.0016812373907195697,0.0005033979360684622,0.02034587995930824,0.002363367799113737,0.12578616352201258,0.058823529411764705,0.00516795865633075,0.0054288816503800215,0.015734989648033125,0.0022026431718061676,0.0027472527472527475,0.0044943820224719105,0.009064830751577739,0.006992308460693237,0.0027041644131963224,0.007317073170731708,0.005502645502645503,0.006147540983606557,0.003355704697986577,0.15920398009950248,0.07274826789838337,0.0047814207650273225,0.4170984455958549,0.25984251968503935,0.2,0.021897810218978103,0.0,0.028846153846153848,0.03512396694214876,0.025527736867943053,0.011704462326261888,0.12198795180722892,0.28595317725752506,0.07761806981519508,0.11006186909801367,0.09405940594059406,0.0,0.0015151515151515152,0.0,0.0,0.002369668246445498,0.0037418147801683817,0.0,0.0,0.0018281535648994515,0.0,0.0,0.0,0.004651162790697674,0.0022271714922048997,0.0,0.0,0.0,0.0,0.0,0.005853658536585366,0.0028776978417266188,0.0014245014245014246,0.0075528700906344415,0.006552006552006552
Slc17a7,0.029197080291970802,0.05110961667787491,0.05235338535112006,0.9613428280773143,1.2614475627769572,0.0440251572327044,0.09480968858131487,0.015503875968992248,0.007057546145494028,0.009937888198757764,0.025991189427312777,0.013736263736263736,0.01198501872659176,0.009982788296041309,0.007791429427629608,0.002163331530557058,0.023170731707317073,0.015873015873015872,0.010245901639344262,0.02348993288590604,2.753731343283582,17.249422632794456,9.751366120218579,6.492227979274611,5.9763779527559056,14.2,9.171532846715328,12.127272727272727,14.365384615384615,12.580578512396695,5.403534609720177,5.610095098756401,8.03012048192771,1.8076923076923077,4.551540041067762,5.475089547378704,5.782178217821782,0.0051635111876075735,0.05454545454545454,0.007142857142857143,0.09815950920245399,0.10900473933649289,0.04864359214218896,0.026397515527950312,0.07851851851851852,0.031078610603290677,0.015384615384615385,0.014388489208633094,0.11948051948051948,0.043410852713178294,0.0556792873051225,0.027586206896551724,0.0,0.017543859649122806,0.0,0.03669724770642202,0.016585365853658537,0.014028776978417265,0.009971509971509971,0.010574018126888218,0.00819000819000819
Slc17a8,0.0072992700729927005,0.0,0.0,0.001017293997965412,0.0002954209748892171,0.0,0.0,0.011627906976744186,0.0010857763300760044,0.0,0.0,0.0,0.0,0.0,0.0001997802417340925,0.0,0.0,0.0004232804232804233,0.0,0.0,0.14676616915422885,0.0011547344110854503,0.001366120218579235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002926115581565472,0.0015060240963855422,0.0,0.0004106776180698152,0.00032562683165092806,0.0,0.153184165232358,1.4090909090909092,0.6714285714285714,0.3496932515337423,0.0,0.0018709073900841909,0.0,0.0044444444444444444,0.005484460694698354,0.010576923076923078,0.0,0.007792207792207792,0.0015503875968992248,0.004454342984409799,0.013793103448275862,0.0,0.0,0.024691358024691357,0.0,0.000975609756097561,0.0,0.0,0.0,0.0
Slc18a2,0.0,0.0003362474781439139,0.0,0.002034587995930824,0.0005908419497784342,0.0,0.001384083044982699,0.003875968992248062,0.008414766558089034,0.0016563146997929607,0.0004405286343612335,0.001098901098901099,0.0,0.001376936316695353,0.004594945559884127,0.002163331530557058,0.0,0.0,0.0,0.0,0.0024875621890547263,0.0023094688221709007,0.0,0.0051813471502590676,0.0,0.0,0.0,0.0,0.0,0.07851239669421488,0.002454590083456063,0.000365764447695684,0.0,0.0,0.0008213552361396304,0.00032562683165092806,0.0,0.0068846815834767644,0.010606060606060607,0.0035714285714285713,0.018404907975460124,0.002369668246445498,0.0009354536950420954,0.0015527950310559005,0.0014814814814814814,0.007312614259597806,0.0009615384615384616,0.4244604316546763,0.0,0.0031007751937984496,0.0022271714922048997,0.0,0.0,0.0,0.0,0.0,0.000975609756097561,0.001079136690647482,0.0014245014245014246,0.0,0.000819000819000819
Slc1a3,0.17518248175182483,3.6388702084734366,4.856783287188523,0.03763987792472025,0.06676514032496307,0.31446540880503143,0.02560553633217993,1.049095607235142,0.20494028230184583,0.02981366459627329,0.14757709251101322,0.11153846153846154,0.12659176029962546,0.11784279977051061,0.42563180501448405,0.34451054624121147,0.30609756097560975,0.039153439153439155,0.055327868852459015,0.04697986577181208,0.03980099502487562,0.07274826789838337,0.050546448087431695,0.023316062176165803,0.03937007874015748,0.05714285714285714,0.04744525547445255,0.09090909090909091,0.11538461538461539,0.13636363636363635,0.07265586647029947,0.04023408924652524,0.05271084337349398,0.015050167224080268,0.07433264887063655,0.05470530771735591,0.10891089108910891,0.0034423407917383822,0.025757575757575757,0.007142857142857143,0.006134969325153374,0.026066350710900472,0.057998129092609915,0.037267080745341616,0.06518518518518518,0.03473491773308958,0.02403846153846154,0.007194244604316547,0.025974025974025976,0.020155038759689922,0.008908685968819599,0.013793103448275862,0.0,0.0,0.006172839506172839,0.6880733944954128,0.02829268292682927,0.012589928057553957,0.7863247863247863,0.8942598187311178,0.013923013923013924
Slc1a6,0.014598540145985401,0.0016812373907195697,0.0020135917442738486,0.01627670396744659,0.004431314623338257,0.0,0.01730103806228374,0.0012919896640826874,0.0008143322475570033,0.0033126293995859213,0.0004405286343612335,0.0016483516483516484,0.0,0.001491681009753299,0.0010987913295375088,0.0005408328826392645,0.01707317073170732,0.0021164021164021165,0.0020491803278688526,0.003355704697986577,0.022388059701492536,0.020785219399538105,0.020491803278688523,0.04145077720207254,0.05511811023622047,0.02857142857142857,0.014598540145985401,0.01818181818181818,0.057692307692307696,0.0371900826446281,0.046637211585665195,0.008778346744696415,0.04216867469879518,0.026755852842809364,0.05215605749486653,0.022142624552263106,0.0049504950495049506,0.0963855421686747,0.10606060606060606,0.12142857142857143,0.1165644171779141,0.04739336492890995,0.050514499532273154,0.09006211180124224,0.044444444444444446,0.04753199268738574,0.09807692307692308,0.1223021582733813,0.13766233766233765,0.031007751937984496,0.060133630289532294,0.020689655172413793,0.07352941176470588,0.03508771929824561,0.043209876543209874,0.0,0.000975609756097561,0.0014388489208633094,0.002849002849002849,0.0015105740181268882,0.002457002457002457
Slc32a1,0.0072992700729927005,0.008742434431741762,0.005285678328718852,0.001017293997965412,0.00206794682422452,0.0,0.0034602076124567475,0.014211886304909561,0.0016286644951140066,0.005383022774327122,0.006607929515418502,0.0016483516483516484,0.003745318352059925,0.003098106712564544,0.002896813505144341,0.0016224986479177934,0.018292682926829267,0.0035978835978835977,0.004098360655737705,0.006711409395973154,0.0,0.012702078521939953,0.015027322404371584,0.012953367875647668,0.0,0.0,0.014598540145985401,0.0,0.0,0.010330578512396695,0.007363770250368188,0.010241404535479151,0.010542168674698794,0.0033444816053511705,0.009856262833675565,0.013025073266037121,0.0,3.938037865748709,4.377272727272727,4.328571428571428,3.9447852760736195,1.8507109004739337,2.100093545369504,2.172360248447205,2.8074074074074074,3.1828153564899453,3.171153846153846,4.755395683453237,1.7324675324675325,1.1968992248062016,1.1180400890868596,1.3103448275862069,2.6323529411764706,2.6666666666666665,2.845679012345679,0.0,0.005853658536585366,0.002517985611510791,0.004273504273504274,0.01661631419939577,0.009009009009009009
Slc5a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012919896640826874,0.0005428881650380022,0.00041407867494824016,0.0004405286343612335,0.0005494505494505495,0.0,0.00034423407917383823,0.000399560483468185,0.0005408328826392645,0.00853658536585366,0.006137566137566138,0.012295081967213115,0.003355704697986577,0.0024875621890547263,0.0,0.0006830601092896175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000365764447695684,0.0,0.0,0.0,0.0,0.0,0.0017211703958691911,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.002962962962962963,0.0018281535648994515,0.0,0.007194244604316547,0.18181818181818182,0.046511627906976744,0.13808463251670378,0.08275862068965517,0.029411764705882353,0.12280701754385964,0.006172839506172839,0.0,0.000975609756097561,0.00035971223021582735,0.0,0.0,0.001638001638001638
Slc6a1,0.072992700729927,1.1025554808338938,1.857286685124591,0.1871820956256358,0.08714918759231906,0.11320754716981132,0.15155709342560553,0.5891472868217055,0.22312703583061888,0.4111801242236025,0.014977973568281937,0.011538461538461539,0.010486891385767791,0.23866896156052783,0.21995804614923584,0.2239048134126555,0.47560975609756095,0.024761904761904763,0.028688524590163935,0.03691275167785235,0.06218905472636816,0.06581986143187067,0.03415300546448088,0.02849740932642487,0.07874015748031496,0.05714285714285714,0.051094890510948905,0.14545454545454545,0.028846153846153848,0.13429752066115702,0.060382916053019146,0.03035844915874177,0.045180722891566265,0.020066889632107024,0.03572895277207392,0.042005861282969716,0.039603960396039604,3.135972461273666,6.074242424242424,7.289285714285715,8.484662576687116,2.8696682464454977,6.359214218896165,9.574534161490684,6.586666666666667,5.1042047531992685,4.089423076923077,10.338129496402878,1.1974025974025975,1.4062015503875969,1.6792873051224944,1.8482758620689654,1.6911764705882353,1.4035087719298245,2.7037037037037037,0.03669724770642202,0.0175609756097561,0.01870503597122302,0.06552706552706553,0.472809667673716,0.019656019656019656
Slc6a11,0.1678832116788321,1.1207128446536652,1.2924742008557766,0.10274669379450661,0.026883308714918758,0.018867924528301886,0.08442906574394464,0.3475452196382429,0.04695982627578719,0.058385093167701865,0.008370044052863436,0.019230769230769232,0.023220973782771534,0.058519793459552494,0.05174308260912996,0.028664142779881017,0.06707317073170732,0.0328042328042328,0.09016393442622951,0.026845637583892617,0.1890547263681592,0.10392609699769054,0.13934426229508196,0.10103626943005181,0.11023622047244094,0.08571428571428572,0.19343065693430658,0.2545454545454545,0.125,0.2066115702479339,0.13549337260677466,0.09985369422092173,0.03463855421686747,0.04180602006688963,0.05626283367556468,0.04135460761966786,0.0594059405940594,0.0378657487091222,0.07121212121212121,0.14285714285714285,0.13496932515337423,0.0947867298578199,0.1431244153414406,0.17701863354037267,0.04296296296296296,0.04570383912248629,0.08461538461538462,0.8345323741007195,0.04935064935064935,0.06666666666666667,0.13140311804008908,0.07586206896551724,0.058823529411764705,0.07017543859649122,0.11728395061728394,0.03669724770642202,0.026341463414634145,0.024820143884892086,0.08831908831908832,0.03323262839879154,0.036036036036036036
Slc6a2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005428881650380022,0.0,0.0,0.0,0.0,0.0,0.000399560483468185,0.0005408328826392645,0.0,0.00021164021164021165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002066115702479339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002457002457002457
Slc6a3,0.0,0.0003362474781439139,0.0,0.004069175991861648,0.0035450516986706058,0.0,0.0020761245674740486,0.002583979328165375,0.0,0.0016563146997929607,0.0,0.0,0.000749063670411985,0.00022948938611589215,0.0001997802417340925,0.0005408328826392645,0.0012195121951219512,0.0008465608465608466,0.0020491803278688526,0.0,0.0,0.0,0.0006830601092896175,0.0025906735751295338,0.0,0.0,0.0036496350364963502,0.0,0.0,0.0,0.0004909180166912126,0.0,0.0,0.0,0.0008213552361396304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025974025974025974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035971223021582735,0.0,0.0,0.001638001638001638
Slc6a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0006920415224913495,0.0,0.002171552660152009,0.00041407867494824016,0.0,0.0,0.0,0.00011474469305794607,0.0010987913295375088,0.0,0.0,0.0006349206349206349,0.0,0.0,0.0,0.0,0.0006830601092896175,0.0051813471502590676,0.0,0.0,0.0036496350364963502,0.0,0.0,0.0,0.0004909180166912126,0.000365764447695684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000975609756097561,0.00035971223021582735,0.0,0.0,0.0
Slc6a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024429967426710096,0.0,0.0,0.0,0.0,0.0,0.0010987913295375088,0.0,0.0,0.0006349206349206349,0.0,0.0,0.0,0.0,0.0,0.0025906735751295338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sln,0.0,0.0016812373907195697,0.0002516989680342311,0.007121057985757884,0.01565731166912851,0.05660377358490566,0.02422145328719723,0.0,0.0005428881650380022,0.0012422360248447205,0.0004405286343612335,0.0005494505494505495,0.000749063670411985,0.0004589787722317843,0.0005993407252022775,0.0,0.0012195121951219512,0.0008465608465608466,0.0,0.003355704697986577,0.0024875621890547263,0.010392609699769052,0.01092896174863388,0.0025906735751295338,0.0,0.0,0.0072992700729927005,0.0,0.019230769230769232,0.02066115702479339,0.007363770250368188,0.016093635698610095,0.004518072289156626,0.0,0.004517453798767967,0.022142624552263106,0.0,2.7142857142857144,3.028787878787879,3.7035714285714287,0.2822085889570552,0.25118483412322273,0.6033676333021516,0.06055900621118013,0.0044444444444444444,0.06581352833638025,0.026923076923076925,0.014388489208633094,0.01038961038961039,0.21085271317829457,0.026726057906458798,0.10344827586206896,0.4117647058823529,0.0,2.6296296296296298,0.0,0.0,0.0,0.0,0.0,0.001638001638001638
Snca,0.10218978102189781,0.152320107599193,0.11552982632771205,9.968463886063072,7.308419497784342,0.37735849056603776,5.334948096885813,0.04521963824289406,0.05537459283387622,0.038923395445134575,0.08458149779735682,0.06483516483516484,0.04868913857677903,0.09535283993115319,0.34551992807911297,1.4175229853975122,0.30121951219512194,0.06222222222222222,0.07377049180327869,0.06711409395973154,4.524875621890548,14.377598152424943,12.540983606557377,11.971502590673575,3.1653543307086616,5.857142857142857,10.386861313868613,9.945454545454545,14.692307692307692,23.613636363636363,8.616593028964163,9.05010972933431,4.948795180722891,1.7274247491638797,8.770431211498973,14.074568544448063,12.009900990099009,13.352839931153184,9.954545454545455,6.685714285714286,2.6993865030674846,4.130331753554502,2.117867165575304,5.858695652173913,9.53037037037037,1.7989031078610602,1.7471153846153846,6.0359712230215825,1.7688311688311689,3.727131782945736,1.601336302895323,4.310344827586207,7.602941176470588,2.789473684210526,7.91358024691358,0.027522935779816515,0.05170731707317073,0.04424460431654676,0.04843304843304843,0.08157099697885196,0.056511056511056514
